id	description	en	local
def_torque_gearbox_s_desc		Gearbox for changing the torque and speed across power connections.	Gearbox for changing the torque and speed across power connections.		
def_torque_gearbox_node_0_label		Power A	動力 A		
def_torque_gearbox_node_0_desc		Power connection A.	Power connection A		
def_torque_gearbox_node_1_label		Power B	動力 B		
def_torque_gearbox_node_1_desc		Power connection B.	Power connection B		
def_torque_gearbox_node_2_label		Gear Switch	齒輪切換		
def_torque_gearbox_node_2_desc		Toggle between the two gear ratios.	Toggle between the two gear ratios.		
def_torque_gearbox_node_3_label		Electric	電力		
def_torque_gearbox_node_3_desc		The electric connection to power the component.	電力連接為組件供電.				
def_torque_gearbox_2_name		Gearbox	變速箱		
def_torque_gearbox_2_desc		The ratio can be toggled between two values which can be set in the properties.	The ratio can be toggled between two values which can be set in the properties.		
def_torque_gearbox_2_s_desc		Gearbox for changing the torque and speed across power connections.	Gearbox for changing the torque and speed across power connection.		
def_torque_gearbox_2_node_0_label		Power A	動力 A		
def_torque_gearbox_2_node_0_desc		Power connection A.	Power connection A.		
def_torque_gearbox_2_node_1_label		Power B	動力 B		
def_torque_gearbox_2_node_1_desc		Power connection B.	Power connection B	
def_torque_gearbox_2_node_2_label		Gear Switch	齒輪切換	
def_torque_gearbox_2_node_2_desc		Toggle between the two gear ratios.	Toggle between the two gear ratios.	
def_torque_gearbox_2_node_3_label		Electric	電力		
def_torque_gearbox_2_node_3_desc		The electric connection to power the component.	電力連接為組件供電.			
def_torque_meter_name		Torque Meter	扭矩感測器		
def_torque_meter_desc		Measures the torque and rotations per second in the connected power network.	Measures the torque and rotations per second in the connected power network.		
def_torque_meter_s_desc		A sensor for reading torque and rotations per second.	A sensor for reading torque and rotations per second.		
def_torque_meter_node_0_label		Power	動力		
def_torque_meter_node_0_desc		Connection to the power system.	連接動力系統.		
def_torque_meter_node_1_label		RPS	RPS		
def_torque_meter_node_1_desc		The rotations per second of the power system.	The rotations per second of the power system.		
def_torque_meter_node_2_label		Torque	扭矩		
def_torque_meter_node_2_desc		The torque reading from the power system.	The torque reading from the power system..		
def_train_wheels_name		Train Wheel Assembly	火車輪組		
def_train_wheels_desc					
def_train_wheels_s_desc			null.		
def_train_wheels_node_0_label		Brakes	煞車		
def_train_wheels_node_0_desc		Number input to set the level of braking applied to the wheels.	Number input to set the level of braking applied to the wheels.		
def_train_wheels_node_1_label		Power	動力		
def_train_wheels_node_1_desc		Receives power generated by an engine to control forward and backward rotation.	接收引擎產生的動力以控制正向和反向旋轉.		
def_train_wheels_node_2_label		Wheel Slip	Wheel Slip		
def_train_wheels_node_2_desc		Detects if wheels are slipping resulting in reduced torque.	Detects if wheels are slipping resulting in reduced torque.		
def_transponder_name		Emergency Beacon	Emergency Beacon
def_transponder_desc		When activated, emits a continuous transponder signal that can be detected over great distances by any transponder locator.	When activated, emits a continuous transponder signal that can be detected over great distances by any transponder locator.	
def_transponder_s_desc		An emergency search and rescue transponder.	An emergency search and rescue transponder.
def_transponder_node_0_label		Electric	電力
def_transponder_node_0_desc		Electrical power connection.	電源連接.
def_transponder_node_1_label		Active	Active
def_transponder_node_1_desc		Emit a continuous transponder signal when active.	Emit a continuous transponder signal when active.
def_transponder_locator_name		Emergency Beacon Locator	Emergency Beacon Locator
def_transponder_locator_desc		Detects all transponder signals over great distances. Outputs the strongest signal strength detected, transponder signal strengths will decrease with distance.	Detects all transponder signals over great distances. Outputs the strongest signal strength detected, transponder signal strengths will decrease with distance.
def_transponder_locator_s_desc		An emergency search and rescue transponder locator.	An emergency search and rescue transponder locator.
def_transponder_locator_node_0_label		Transponder pulse	Transponder pulse	
def_transponder_locator_node_0_desc		Emits a periodic boolean pulse, with a frequency determined by the distance to the nearest transponder signal.	Emits a periodic boolean pulse, with a frequency determined by the distance to the nearest transponder signal.
def_transponder_locator_node_1_label		Electric	電力
def_transponder_locator_node_1_desc		Electrical power connection.	電源連接.
def_transponder_locator_node_2_label		Active	Active
def_transponder_locator_node_2_desc		Detects any transponder signals when active.	Detects any transponder signals when active.
def_trans_angle_name		Pipe Angle	Pipe Angle		
def_trans_angle_desc					
def_trans_angle_s_desc		An angled pipe for transferring to components from an engine.	An angled pipe for transferring to components from an engine.	
def_trans_block_angle_name		Pipe Angle (Enclosed)	Pipe Angle (Enclosed)		
def_trans_block_angle_desc					
def_trans_block_angle_s_desc		An angled pipe for transferring to components from an engine.	An angled pipe for transferring to components from an engine.		
def_trans_block_corner_name		Pipe Angle Corner (Enclosed)	
def_trans_block_corner_desc			
def_trans_block_corner_s_desc		A T-shaped pipe segment that can be used to branch piping into three directions.	
def_trans_block_cross_name		Pipe Cross (Enclosed)	Pipe Cross (Enclosed)
def_trans_block_cross_desc			
def_trans_block_cross_s_desc		An X-shaped pipe segment that can be used to branch piping into four directions.	An X-shaped pipe segment that can be used to branch piping into four directions.
def_trans_block_cross_corner_name		Pipe Cross Corner (Enclosed)	Pipe Cross Corner (Enclosed)
def_trans_block_cross_corner_desc			
def_trans_block_cross_corner_s_desc		An X-shaped pipe segment that can be used to branch piping into five directions.	An X-shaped pipe segment that can be used to branch piping into five directions.
def_trans_block_omni_name		Pipe Omni (Enclosed)	Pipe Omni (Enclosed)
def_trans_block_omni_desc			
def_trans_block_omni_s_desc		An omnidirectional pipe segment.	An omnidirectional pipe segment.
def_trans_block_straight_name		Pipe Straight (Enclosed)	Pipe Straight (Enclosed)		
def_trans_block_straight_desc					
def_trans_block_straight_s_desc		A straight section of pipe for transferring to components from an engine.	A straight section of pipe for transferring to components from an engine.		
def_trans_block_t_name		Pipe T-Piece (Enclosed)	Pipe T-Piece (Enclosed)		
def_trans_block_t_desc					
def_trans_block_t_s_desc		A T-shaped pipe segment that can be used to branch piping into three directions.	A T-shaped pipe segment that can be used to branch piping into two directions.		
def_trans_block_t_corner_name		Pipe T-Piece Corner (Enclosed)	Pipe T-Piece-Corner (Enclosed)
def_trans_block_t_corner_desc			
def_trans_block_t_corner_s_desc		A T-shaped pipe segment that can be used to branch piping into four directions.	A T-shaped pipe segment that can be used to branch piping into three directions.
def_trans_corner_name		Pipe Angle Corner	
def_trans_corner_desc			
def_trans_corner_s_desc		A T-shaped pipe segment that can be used to branch piping into three directions.	
def_trans_cross_name		Pipe Cross	Pipe Cross
def_trans_cross_desc			
def_trans_cross_s_desc		An X-shaped pipe segment that can be used to branch piping into four directions.	An X-shaped pipe segment that can be used to branch piping into four directions.
def_trans_cross_corner_name		Pipe Cross Corner	Pipe Cross Corner
def_trans_cross_corner_desc			
def_trans_cross_corner_s_desc		An X-shaped pipe segment that can be used to branch piping into five directions.	An X-shaped pipe segment that can be used to branch piping into five directions.
def_trans_omni_name		Pipe Omni	Pipe Omni
def_trans_omni_desc			
def_trans_omni_s_desc		An omnidirectional pipe segment.	An omnidirectional pipe segment.
def_trans_straight_name		Pipe Straight	Pipe Straight		
def_trans_straight_desc					
def_trans_straight_s_desc		A straight section of pipe for transferring to components from an engine.	A straight section of pipe for transferring to components from an engine.		
def_trans_t_name		Pipe T-Piece	Pipe T-Piece		
def_trans_t_desc					
def_trans_t_s_desc		A T-shaped pipe segment that can be used to branch piping into three directions.	A T-shaped pipe segment that can be used to branch piping into two directions.		
def_trans_t_corner_name		Pipe T-Piece Corner	Pipe T-Piece-Corner
def_trans_t_corner_desc			
def_trans_t_corner_s_desc		A T-shaped pipe segment that can be used to branch piping into four directions.	A T-shaped pipe segment that can be used to branch piping into three directions.
def_turbine_name		Turbine Engine	渦輪發動機		
def_turbine_desc		An on/off signal controls engine startup. The throttle input takes a standard value between -1 and 1 and controls the forward and backward force of connected components. The engine's maximum power output is split between connected components.	An on/off signal controls whether or not the engine is producing power. The throttle input takes a standard value between -1 and 1 and controls the forward and backward force of connected components. The engine's maximum power output is split between connected components.1		
def_turbine_s_desc		Turbine engine that can be connected to powered components.	Turbine engine that can be connected to powered components.		
def_turbine_node_0_label		Power	動力		
def_turbine_node_0_desc		The power supplied by the engine for inputting to other components.	引擎的動力出口，可用於輸入其他組件.			
def_turbine_node_1_label		Starter	啟動		
def_turbine_node_1_desc		Increases the engine RPS using electrical power to start up the engine.	Increases the engine RPS using electrical power to start up the engine.	
def_turbine_node_2_label		Throttle	油門		
def_turbine_node_2_desc		Standard value between 0 and 1 that controls the throttle of the engine.	通過-1和1之間的數位訊號輸入控制發動機油門前進後退.		
def_turbine_node_3_label		Electric	電力		
def_turbine_node_3_desc		Electrical power connection.	電源連接.		
def_tyre_large_name		Large Tyre	輪胎 (大)		
def_tyre_large_desc		Useful for creating tyre stacks and fenders.	Useful for creating tyre stacks and fenders.		
def_tyre_large_s_desc		A large decorative tyre.	A large decorative tyre.	
def_tyre_small_name		Small Tyre	輪胎 (小)		
def_tyre_small_desc		Useful for creating tyre stacks and fenders.	Useful for creating tyre stacks and fenders.		
def_tyre_small_s_desc		A small decorative tyre.	A small decorative tyre		
def_watercannon_name		Fluid Cannon	Fluid Cannon	
def_watercannon_desc		The cannon is a turret and can rotate on 2 axis.	The cannon is a turret and can rotate on 2 axis.		
def_watercannon_s_desc		A fluid cannon that fires pressurized water for putting out fires.	A fluid cannon that fires pressurized water for putting out fires.		
def_watercannon_node_0_label		Turret Swivel	Turret Swivel		
def_watercannon_node_0_desc		Yaw axis servo control for the cannon head.	Yaw axis servo control for the cannon head.		
def_watercannon_node_1_label		Nozzle Pitch	Nozzle Pitch		
def_watercannon_node_1_desc		Pitch axis servo control for the cannon head.	Pitch axis servo control for the cannon head.		
def_watercannon_node_2_label		Fluid Supply	流體供應		
def_watercannon_node_2_desc		The fluid input to output from the nozzle. Filters to water only.	流體從噴嘴噴出,僅能排水.		
def_watercannon_node_3_label		Electric	電力		
def_watercannon_node_3_desc		Electrical power connection.	電源連接.		
def_water_hose_name		Hose (Deprecated)	Hose (Deprecated)		
def_water_hose_desc		This can be used to transport water between Two bodies. Two on/off signals are used to control whether the hose is moving up (towards the base) or down (away from the base). A number output allows you to measure the hose's current length if necessary. The maximum length of the hose is 16 metres (64 blocks). The speed of the hose mechanism can be configured by selecting this component with the select tool.	This can be used to transport water between Two bodies. Two on/off signals are used to control whether the hose is moving up (towards the base) or down (away from the base). A number output allows you to measure the hose's current length if necessary. The maximum length of the hose is 16 metres (64 blocks). The speed of the hose mechanism can be configured by selecting this component with the select tool.		
def_water_hose_s_desc		A building block attached to the end of a mechanical hose that can be raised and lowered.	A building block attached to the end of a mechanical hose that can be raised and lowered.		
def_water_hose_node_0_label		Fluid	流體		
def_water_hose_node_0_desc		Fluid connection for the hose coil.	流體連接到軟管.		
def_water_hose_node_1_label		Hose Up	管子上升		
def_water_hose_node_1_desc		Raises the hose up when receiving an on signal.	當收到訊號時,軟管上升.		
def_water_hose_node_2_label		Hose Down	管子下降		
def_water_hose_node_2_desc		Lowers the hose down when receiving an on signal.	當收到訊號時,軟管下降.		
def_water_hose_node_3_label		Hose Length	管子長度		
def_water_hose_node_3_desc		The current length of the hose in metres.	管子當前的長度,以公尺為單位..		
def_water_hose_node_4_label		Electric	電力		
def_water_hose_node_4_desc		Electrical power connection.	電源連接.		
def_water_hose_b_name		winch end	winch end		
def_water_hose_b_desc					
def_water_hose_b_s_desc					
def_water_hose_b_node_0_label		Fluid	流體		
def_water_hose_b_node_0_desc		Fluid connection for the end of the hose.	將流體連接到管子的根部.		
def_water_inlet_name		Fluid Port	Fluid Port		
def_water_inlet_desc		Place the port inside of an enclosed volume to connect to that volume, or outside of the vehicle to connect to the ocean.	放置在密封的地方,連接到載具外部以連接到海洋.		
def_water_inlet_s_desc		Port used to allow fluid in and out of a fluid system.	用於允許流體進出流體系統的端口.			
def_water_inlet_node_0_label		Fluid	流體		
def_water_inlet_node_0_desc		Allows fluid to flow in and out of an enclosed volume or the ocean.	允許流體流入或流出封閉的區域或海洋.			
def_water_jet_name		Fluid Jet	流體噴射器		
def_water_jet_desc		Converts mechanical power and water into a high power jet for generating thrust.	將機械動力和水轉換為高功率噴射並產生推力.		
def_water_jet_s_desc		A fluid impeller and jet nozzle for ocean propulsion.	A fluid impeller and jet nozzle for ocean propulsion.		
def_water_jet_node_0_label		Fluid Flow In	流體流入口		
def_water_jet_node_0_desc		Fluid inlet to supply jet.	Fluid inlet to supply jet.		
def_water_jet_node_1_label		Power	動力		
def_water_jet_node_1_desc		Mechanical power input to power jet.	Mechanical power input to power jet.		
def_water_jet_node_2_label		Vertical Trim	垂直配平		
def_water_jet_node_2_desc		Vertical nozzle angle to control jet direction.	垂直噴嘴角控制噴射方向.		
def_water_jet_node_3_label		Deflector A	Deflector A		
def_water_jet_node_3_desc		Left bucket defector control input.	Left bucket defector control input.		
def_water_jet_node_4_label		Deflector B	Deflector B		
def_water_jet_node_4_desc		Right bucket defector control input.	Right bucket defector control input..		
def_water_jet_node_5_label		Electric	電力		
def_water_jet_node_5_desc		Electrical power connection.	電源連接.		
def_water_measure_name		Fluid Meter	流體流量計		
def_water_measure_desc		This will output a quantity in litres and the total capacity in litres. If not inside an enclosed volume, it will give the height relative to the water surface.	輸出以公升為單位的容積和以公升為單位的總容量.如果不在封閉區域內,它將給出相對於水面的高度		
def_water_measure_s_desc		A device to measure how much fluid is within an enclosed volume.	一種測量封閉容積內流體量的裝置.		
def_water_measure_node_0_label		Fluid Level	Fluid Level		
def_water_measure_node_0_desc		Returns the number of litres in an enclosed volume, or height relative to water if not enclosed.	回傳封閉容積中的公升數,如果未封閉,則回傳相對於水的高度.		
def_water_measure_node_1_label		Fluid Capacity	流體容量		
def_water_measure_node_1_desc		Returns the total capacity of an enclosed volume in litres, or 0 if not enclosed.	以公升為單位回傳封閉空間的總容量,如果空間未封閉,則返回0.		
def_water_nozzle_name		Fluid Nozzle	流體噴嘴		
def_water_nozzle_desc		The angle of spray can be adjusted.	噴灑角度可以調節.		
def_water_nozzle_s_desc		A fluid nozzle that fires pressurized water for putting out fires.	一種流體噴嘴,用於噴灑加壓的水以撲滅火災.		
def_water_nozzle_node_0_label		Fluid Supply	流體供應		
def_water_nozzle_node_0_desc		The fluid input to output from the nozzle. Filters to water only.	流體從噴嘴噴出,僅能排水.		
def_water_nozzle_node_1_label		Spray Angle	噴灑型態		
def_water_nozzle_node_1_desc		Adjustable spray angle from 0 (focused) to 1 (spread).	可調節的噴出型態從0（集中）到1（擴散）		
def_water_nozzle_node_2_label		Electric	電力		
def_water_nozzle_node_2_desc		Electrical power connection.	電源連接.		
def_water_outlet_name		Fluid Port (Deprecated)	Fluid Port (Deprecated)		
def_water_outlet_desc		Place the port inside of an enclosed volume to connect to that volume, or outside of the vehicle to connect to the ocean.	放置在密封的地方,連接到載具外部以連接到海洋.		
def_water_outlet_s_desc		Port used to allow fluid in and out of a fluid system.	用於允許流體進出流體系統的端口.			
def_water_outlet_node_0_label		Fluid	流體		
def_water_outlet_node_0_desc		Allows fluid to flow in and out of an enclosed volume or the ocean.	允許流體流入或流出封閉的區域或海洋.			
def_water_pump_name		Fluid Pump	幫浦		
def_water_pump_desc		Connect to an inlet and outlet to create a pumping system to move fluid around a vehicle.	連接到進入口和排出可形成泵浦系統,可排出任和流體或是形成載具的油路		
def_water_pump_s_desc		A small fluid pump.	A small fluid pump.		
def_water_pump_node_0_label		On/Off	開/關		
def_water_pump_node_0_desc		Controls whether or not the fluid is being pumped through.	控制是否啟動幫浦.	
def_water_pump_node_1_label		Fluid In	流體進入口		
def_water_pump_node_1_desc		Connect to an inlet component to take fluid into the system.	連接到進入口以將流體吸入幫浦.		
def_water_pump_node_2_label		Fluid Out	流體排出口		
def_water_pump_node_2_desc		Connect to an outlet component to release fluid from the system.	連接到出口組件以從系統中排放流體.	
def_water_pump_node_3_label		Electric	電力		
def_water_pump_node_3_desc		Electrical power connection.	電源連接.		
def_water_pump_large_name		Large Fluid Pump	幫浦 (大)		
def_water_pump_large_desc		Connect to an inlet and outlet to create a pumping system to move fluid around a vehicle.	連接到進入口和排出可形成泵浦系統,可排出任和流體或是形成載具的油路.		
def_water_pump_large_s_desc		A large fluid pump.	A large fluid pump.		
def_water_pump_large_node_0_label		Fluid In	流體進入口		
def_water_pump_large_node_0_desc		Connect to an inlet component to take fluid into the system.	連接到進入口以將流體吸入幫浦.		
def_water_pump_large_node_1_label		Fluid Out	流體排出口		
def_water_pump_large_node_1_desc		Connect to an outlet component to release fluid from the system.	連接到出口組件以從系統中排放流體.	
def_water_pump_large_node_2_label		On/Off	開/關		
def_water_pump_large_node_2_desc		Controls whether or not the fluid is being pumped.	控制是否啟動幫浦.		
def_water_pump_large_node_3_label		Electric	電力		
def_water_pump_large_node_3_desc		Electrical power connection.	電源連接.		
def_water_spawner_name		Fluid Spawner	流體產生器		
def_water_spawner_desc		The fluid spawner for helping with custom fluid tanks, so they can be spawned full, without a need to fill after spawning.	流體產生器可在自訂的密閉空間產生流體,產生後無需填充.		
def_water_spawner_s_desc		A component to mark an enclosed area to be spawned with fluid inside.	使流體形成在密封環境中的內容物.		
def_water_suction_duct_name		Fluid Slot Port	流體槽口		
def_water_suction_duct_desc		Place the port inside of an enclosed volume to connect to that volume, or outside of the vehicle to connect to the ocean.	放置在密封的地方,連接到載具外部以連接到海洋.		
def_water_suction_duct_s_desc		Port used to allow fluid in and out of a fluid system.	用於允許流體進出流體系統的端口.		
def_water_suction_duct_node_0_label		Fluid	流體		
def_water_suction_duct_node_0_desc		Allows fluid to flow in and out of an enclosed volume or the ocean.	允許流體流入或流出封閉的區域或海洋.		
def_wheel_advanced_3_name		Wheel 3x3	3x3 輪子	
def_wheel_advanced_3_desc		The wheel will rotate forwards and backwards depending on power received. It can be rotated left and right by sending a number signal to the steering input. It can also be locked into place by sending an on signal to the brake input.	根據從連接的引擎接收的動力來旋轉.可以透過輸入轉向數位訊號來左右轉向.也可以輸入訊號來煞車.		
def_wheel_advanced_3_s_desc		Small steerable wheel with power connection and braking.	小型 無懸吊,可動力連接和煞車.		
def_wheel_advanced_3_node_0_label		Brake	煞車		
def_wheel_advanced_3_node_0_desc		Locks the wheel into place when receiving an on signal.	接收到輸入訊號時,將車輪鎖定.		
def_wheel_advanced_3_node_1_label		Power	動力		
def_wheel_advanced_3_node_1_desc		Receives power generated by an engine to control forward and backward rotation.	接收引擎產生的動力以控制正向和反向旋轉.		
def_wheel_advanced_3_node_2_label		Variable Brake	可變煞車		
def_wheel_advanced_3_node_2_desc		A value between 0 and 1 for soft braking	您可以通過輸入0到1之間的值來使用煞車	
def_wheel_advanced_3_node_3_label		Steering	轉向		
def_wheel_advanced_3_node_3_desc		Accepts a value between -1 and 1 that represents the extremes of the wheels steering rotation	接收-1到1的值,使用方向盤來替換每個值.	
def_wheel_advanced_3_sus_name		Wheel 3x3 (Suspension)	3x3 輪子 (有懸吊)	
def_wheel_advanced_3_sus_desc		The wheel will rotate forwards and backwards depending on power received. It can be rotated left and right by sending a number signal to the steering input. It can also be locked into place by sending an on signal to the brake input.	根據從連接的引擎接收的動力來旋轉.可以透過輸入轉向數位訊號來左右轉向.也可以輸入訊號來煞車.		
def_wheel_advanced_3_sus_s_desc		Small steerable wheel with suspension, power connection, and braking.	小型 有懸吊,可動力連接和煞車.		
def_wheel_advanced_3_sus_node_0_label		Brake	煞車		
def_wheel_advanced_3_sus_node_0_desc		Locks the wheel into place when receiving an on signal.	接收到輸入訊號時,將車輪鎖定.		
def_wheel_advanced_3_sus_node_1_label		Power	動力		
def_wheel_advanced_3_sus_node_1_desc		Receives power generated by an engine to control forward and backward rotation.	接收引擎產生的動力以控制正向和反向旋轉.		
def_wheel_advanced_3_sus_node_2_label		Variable Brake	可變煞車		
def_wheel_advanced_3_sus_node_2_desc		A value between 0 and 1 for soft braking	您可以通過輸入0到1之間的值來使用煞車	
def_wheel_advanced_3_sus_node_3_label		Steering	轉向		
def_wheel_advanced_3_sus_node_3_desc		Accepts a value between -1 and 1 that represents the extremes of the wheels steering rotation	接收-1到1的值,使用方向盤來替換每個值.		
def_wheel_advanced_5_name		Wheel 5x5	5x5 輪子	
def_wheel_advanced_5_desc		The wheel will rotate forwards and backwards depending on power received. It can be rotated left and right by sending a number signal to the steering input. It can also be locked into place by sending an on signal to the brake input.	根據從連接的引擎接收的動力來旋轉.可以透過輸入轉向數位訊號來左右轉向.也可以輸入訊號來煞車.		
def_wheel_advanced_5_s_desc		Medium steerable wheel with power connection and braking.	中型 無懸吊,可動力連接和煞車.		
def_wheel_advanced_5_node_0_label		Brake	煞車		
def_wheel_advanced_5_node_0_desc		Locks the wheel into place when receiving an on signal.	接收到輸入訊號時,將車輪鎖定.		
def_wheel_advanced_5_node_1_label		Power	動力		
def_wheel_advanced_5_node_1_desc		Receives power generated by an engine to control forward and backward rotation.	接收引擎產生的動力以控制正向和反向旋轉.		
def_wheel_advanced_5_node_2_label		Variable Brake	可變煞車		
def_wheel_advanced_5_node_2_desc		A value between 0 and 1 for soft braking	您可以通過輸入0到1之間的值來使用煞車	
def_wheel_advanced_5_node_3_label		Steering	轉向		
def_wheel_advanced_5_node_3_desc		Accepts a value between -1 and 1 that represents the extremes of the wheels steering rotation	接收-1到1的值,使用方向盤來替換每個值.		
def_wheel_advanced_5_sus_name		Wheel 5x5 (Suspension)	5x5 輪子 (有懸吊)	
def_wheel_advanced_5_sus_desc		The wheel will rotate forwards and backwards depending on power received. It can be rotated left and right by sending a number signal to the steering input. It can also be locked into place by sending an on signal to the brake input.	根據從連接的引擎接收的動力來旋轉.可以透過輸入轉向數位訊號來左右轉向.也可以輸入訊號來煞車.		
def_wheel_advanced_5_sus_s_desc		Medium steerable wheel with suspension, power connection, and braking.	中型 有懸吊,可動力連接和煞車.		
def_wheel_advanced_5_sus_node_0_label		Brake	煞車		
def_wheel_advanced_5_sus_node_0_desc		Locks the wheel into place when receiving an on signal.	接收到輸入訊號時,將車輪鎖定.		
def_wheel_advanced_5_sus_node_1_label		Power	動力		
def_wheel_advanced_5_sus_node_1_desc		Receives power generated by an engine to control forward and backward rotation.	接收引擎產生的動力以控制正向和反向旋轉.		
def_wheel_advanced_5_sus_node_2_label		Variable Brake	可變煞車		
def_wheel_advanced_5_sus_node_2_desc		A value between 0 and 1 for soft braking	您可以通過輸入0到1之間的值來使用煞車	
def_wheel_advanced_5_sus_node_3_label		Steering	轉向		
def_wheel_advanced_5_sus_node_3_desc		Accepts a value between -1 and 1 that represents the extremes of the wheels steering rotation	接收-1到1的值,使用方向盤來替換每個值.	
def_wheel_advanced_7_name		Wheel 7x7	7x7 輪子	
def_wheel_advanced_7_desc		The wheel will rotate forwards and backwards depending on power received. It can be rotated left and right by sending a number signal to the steering input. It can also be locked into place by sending an on signal to the brake input.	根據從連接的引擎接收的動力來旋轉.可以透過輸入轉向數位訊號來左右轉向.也可以輸入訊號來煞車.		
def_wheel_advanced_7_s_desc		Large steerable wheel with power connection and braking.	大型 無懸吊,可動力連接和煞車.		
def_wheel_advanced_7_node_0_label		Brake	煞車		
def_wheel_advanced_7_node_0_desc		Locks the wheel into place when receiving an on signal.	接收到輸入訊號時,將車輪鎖定.		
def_wheel_advanced_7_node_1_label		Power	動力		
def_wheel_advanced_7_node_1_desc		Receives power generated by an engine to control forward and backward rotation.	接收引擎產生的動力以控制正向和反向旋轉.		
def_wheel_advanced_7_node_2_label		Variable Brake	可變煞車		
def_wheel_advanced_7_node_2_desc		A value between 0 and 1 for soft braking	您可以通過輸入0到1之間的值來使用煞車	
def_wheel_advanced_7_node_3_label		Steering	轉向		
def_wheel_advanced_7_node_3_desc		Accepts a value between -1 and 1 that represents the extremes of the wheels steering rotation	接收-1到1的值,使用方向盤來替換每個值.		
def_wheel_advanced_7_sus_name		Wheel 7x7 (Suspension)	7x7 輪子 (有懸吊)		
def_wheel_advanced_7_sus_desc		The wheel will rotate forwards and backwards depending on power received. It can be rotated left and right by sending a number signal to the steering input. It can also be locked into place by sending an on signal to the brake input.	根據從連接的引擎接收的動力來旋轉.可以透過輸入轉向數位訊號來左右轉向.也可以輸入訊號來煞車.		
def_wheel_advanced_7_sus_s_desc		Large steerable wheel with suspension, power connection, and braking.	大型 有懸吊,可動力連接和煞車.		
def_wheel_advanced_7_sus_node_0_label		Brake	煞車		
def_wheel_advanced_7_sus_node_0_desc		Locks the wheel into place when receiving an on signal.	接收到輸入訊號時,將車輪鎖定.		
def_wheel_advanced_7_sus_node_1_label		Power	動力		
def_wheel_advanced_7_sus_node_1_desc		Receives power generated by an engine to control forward and backward rotation.	接收引擎產生的動力以控制正向和反向旋轉.		
def_wheel_advanced_7_sus_node_2_label		Variable Brake	可變煞車		
def_wheel_advanced_7_sus_node_2_desc		A value between 0 and 1 for soft braking	您可以通過輸入0到1之間的值來使用煞車	
def_wheel_advanced_7_sus_node_3_label		Steering	轉向		
def_wheel_advanced_7_sus_node_3_desc		Accepts a value between -1 and 1 that represents the extremes of the wheels steering rotation	接收-1到1的值,使用方向盤來替換每個值.		
def_wheel_advanced_9_name		Wheel 9x9	9x9 輪子		
def_wheel_advanced_9_desc		The wheel will rotate forwards and backwards depending on power received. It can be rotated left and right by sending a number signal to the steering input. It can also be locked into place by sending an on signal to the brake input.	根據從連接的引擎接收的動力來旋轉.可以透過輸入轉向數位訊號來左右轉向.也可以輸入訊號來煞車.		
def_wheel_advanced_9_s_desc		XLarge steerable wheel with power connection and braking.	特大型 無懸吊,可動力連接和煞車.		
def_wheel_advanced_9_node_0_label		Brake	煞車		
def_wheel_advanced_9_node_0_desc		Locks the wheel into place when receiving an on signal.	接收到輸入訊號時,將車輪鎖定.		
def_wheel_advanced_9_node_1_label		Power	動力		
def_wheel_advanced_9_node_1_desc		Receives power generated by an engine to control forward and backward rotation.	接收引擎產生的動力以控制正向和反向旋轉.		
def_wheel_advanced_9_node_2_label		Variable Brake	可變煞車		
def_wheel_advanced_9_node_2_desc		A value between 0 and 1 for soft braking	您可以通過輸入0到1之間的值來使用煞車	
def_wheel_advanced_9_node_3_label		Steering	轉向		
def_wheel_advanced_9_node_3_desc		Accepts a value between -1 and 1 that represents the extremes of the wheels steering rotation	接收-1到1的值,使用方向盤來替換每個值.	
def_wheel_advanced_9_sus_name		Wheel 9x9 (Suspension)	9x9 輪子 (有懸吊)		
def_wheel_advanced_9_sus_desc		The wheel will rotate forwards and backwards depending on power received. It can be rotated left and right by sending a number signal to the steering input. It can also be locked into place by sending an on signal to the brake input.	根據從連接的引擎接收的動力來旋轉.可以透過輸入轉向數位訊號來左右轉向.也可以輸入訊號來煞車.		
def_wheel_advanced_9_sus_s_desc		XLarge steerable wheel with suspension, power connection, and braking.	特大型 有懸吊,可動力連接和煞車.		
def_wheel_advanced_9_sus_node_0_label		Brake	煞車		
def_wheel_advanced_9_sus_node_0_desc		Locks the wheel into place when receiving an on signal.	接收到輸入訊號時,將車輪鎖定.		
def_wheel_advanced_9_sus_node_1_label		Power	動力		
def_wheel_advanced_9_sus_node_1_desc		Receives power generated by an engine to control forward and backward rotation.	接收引擎產生的動力以控制正向和反向旋轉.		
def_wheel_advanced_9_sus_node_2_label		Variable Brake	可變煞車		
def_wheel_advanced_9_sus_node_2_desc		A value between 0 and 1 for soft braking	您可以通過輸入0到1之間的值來使用煞車		
def_wheel_advanced_9_sus_node_3_label		Steering	轉向		
def_wheel_advanced_9_sus_node_3_desc		Accepts a value between -1 and 1 that represents the extremes of the wheels steering rotation	接收-1到1的值,使用方向盤來替換每個值.		
def_wheel_coaster_name		Wheel Coaster	著陸輪 (小)		
def_wheel_coaster_desc		You cannot control the forward and backward rotation of this wheel, but it can be locked into place by sending an on signal to the brake input.	無法控制此輪前後移動,但可以通過輸入訊號煞車.		
def_wheel_coaster_s_desc		Simple small wheel that requires no engine power and spins freely.	小型著陸輪,無需發動機動力即可自由旋轉.		
def_wheel_coaster_node_0_label		Brake	煞車		
